Date,Open,High,Low,Close,Volume,SMA,EMA-12,EMA-26,MACD,RSI,Target,Predicted_Signal,Return,Strategy_Return
2010-01-22 00:00:00-05:00,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,6208650000,1135.9428536551338,1130.2061175286035,1133.3537463890007,-3.1476288603971625,33.11490161574149,1,1,0.004598098012701168,0.004598098012701168
2010-01-25 00:00:00-05:00,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,4481390000,1133.3564278738838,1125.0636424160298,1130.644582159954,-5.5809397439243185,35.75643148266947,0,0,-0.004203199573680982,-0.0
2010-01-26 00:00:00-05:00,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,4731910000,1130.1885724748884,1120.0030888051501,1127.7946163662768,-7.791527561126713,32.7014439150925,1,1,0.004880152210944955,0.004880152210944955
2010-01-27 00:00:00-05:00,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,5319120000,1127.357142857143,1116.5410751428194,1125.5505707095156,-9.00949556669616,35.086501058587416,0,0,-0.011817740959567224,-0.0
2010-01-28 00:00:00-05:00,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,5452400000,1123.2742919921875,1111.616298858828,1122.512012086357,-10.895713227528859,29.77639994057141,0,0,-0.009829173828039273,-0.0
2010-01-29 00:00:00-05:00,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,5412850000,1118.1950073242188,1105.809175206268,1118.9088997182703,-13.09972451200224,26.08780961966788,1,1,0.014266108894671836,0.014266108894671836
2010-02-01 00:00:00-05:00,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,4077610000,1114.067147391183,1103.2523700062652,1116.7074953988615,-13.455125392596301,32.164643335061314,1,1,0.01297294837718499,0.01297294837718499
2010-02-02 00:00:00-05:00,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,4749540000,1111.7171456473213,1103.262766357465,1115.715825094432,-12.453058736967023,40.053189015870345,0,0,-0.00547431142933863,-0.0
2010-02-03 00:00:00-05:00,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,4285450000,1108.260001046317,1102.3423452712202,1114.3502105909092,-12.007865319689017,35.05799409544814,0,0,-0.031140677888039425,-0.0
2010-02-04 00:00:00-05:00,1097.25,1097.25,1062.780029296875,1063.1099853515625,5859690000,1102.16357421875,1096.306597591273,1110.5546383509575,-14.2480407596845,27.928602499745878,1,1,0.002897118921960873,0.002897118921960873
2010-02-05 00:00:00-05:00,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,6438900000,1097.1749965122767,1091.6732658705002,1107.2683645032014,-15.595098632701138,31.021690065719028,0,0,-0.00886329049344714,-0.0
2010-02-08 00:00:00-05:00,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,4089820000,1090.4971400669642,1086.298915772635,1103.5255219647697,-17.226606192134795,23.921863997482987,1,1,0.013040132316577413,0.013040132316577413
2010-02-09 00:00:00-05:00,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,5114260000,1085.674281529018,1083.8713932739604,1101.0806699326572,-17.20927665869681,31.33154228318392,0,0,-0.0022325735201887964,-0.0
2010-02-10 00:00:00-05:00,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,4251450000,1082.220711844308,1081.4496412137837,1098.639879928965,-17.190238715181295,35.04668910200023,1,1,0.009680437561949251,0.009680437561949251
2010-02-11 00:00:00-05:00,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,4400870000,1081.2714233398438,1080.99123036599,1097.1458125789027,-16.1545822129126,45.48847254843784,0,0,-0.002744592819371894,-0.0
2010-02-12 00:00:00-05:00,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,4160680000,1079.7521362304688,1080.1479656582417,1095.5431605186598,-15.395194860418087,42.67711280450391,1,1,0.01800074864554846,0.01800074864554846
2010-02-16 00:00:00-05:00,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,4080770000,1079.9449898856026,1082.4128932673102,1095.493296414847,-13.0804031475368,50.843841612020576,1,1,0.0042379594555796984,0.0042379594555796984
2010-02-17 00:00:00-05:00,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,4259230000,1080.0885620117188,1085.0432188824357,1095.790830737127,-10.747611854691286,50.630928606132876,1,1,0.006584742448973557,0.006584742448973557
2010-02-18 00:00:00-05:00,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,3878620000,1081.6757027762276,1088.3827236697532,1096.6026210528953,-8.219897383142097,57.234956222842975,1,1,0.002186622042297248,0.002186622042297248
2010-02-19 00:00:00-05:00,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,3944280000,1084.1971348353795,1091.5807729429162,1097.5335412671484,-5.952768324232238,62.145641180720055,0,0,-0.0010458578339902491,-0.0
2010-02-22 00:00:00-05:00,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,3814440000,1085.5414254324776,1094.1083478387175,1098.3095759707392,-4.201228132021697,57.17447429504254,0,0,-0.012102809596931441,-0.0
2010-02-23 00:00:00-05:00,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,4521050000,1084.9185703822545,1094.1839828767513,1098.0347907570501,-3.8508078802988166,46.65747676320745,1,1,0.00972045942422195,0.00972045942422195
2010-02-24 00:00:00-05:00,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,4168360000,1085.4871390206474,1095.8849070856165,1098.568509236852,-2.683602151235391,52.94725956566701,0,0,-0.002081040179913507,-0.0
2010-02-25 00:00:00-05:00,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,4521130000,1088.3321358816963,1096.9702969810987,1098.8923190271778,-1.9220220460790642,69.30306246443018,1,1,0.0014053791778985136,0.0014053791778985136
2010-02-26 00:00:00-05:00,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,3945190000,1091.0678536551338,1098.1271728662182,1099.306961338822,-1.179788472603832,68.84100615394962,1,1,0.01015850827289455,0.01015850827289455
2010-03-01 00:00:00-05:00,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,3847640000,1095.279994419643,1100.832217184877,1100.5219983461316,0.31021883874541345,78.5126591243909,1,1,0.0023304422719907514,0.0023304422719907514
2010-03-02 00:00:00-05:00,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,4134680000,1098.693568638393,1103.521115863165,1101.8396324385478,1.6814834246172268,75.90801402951493,1,1,0.00042920160206150193,0.00042920160206150193
2010-03-03 00:00:00-05:00,1119.3599853515625,1125.6400146484375,1116.5799560546875,1118.7900390625,3951320000,1102.3121425083705,1105.870180970755,1103.0952181143962,2.7749628563587976,78.04468964175034,1,1,0.0037361180334851696,0.0037361180334851696
2010-03-04 00:00:00-05:00,1119.1199951171875,1123.72998046875,1116.6600341796875,1122.969970703125,3945010000,1105.490713936942,1108.5009178526582,1104.5674220098576,3.9334958428005393,76.43768855883036,1,1,0.014007480947064943,0.014007480947064943
2010-03-05 00:00:00-05:00,1125.1199951171875,1139.3800048828125,1125.1199951171875,1138.699951171875,4133000000,1110.0042811802455,1113.1469229786915,1107.0957575033403,6.051165475351127,82.59559827316096,0,0,-0.00017559601339156572,-0.0
2010-03-08 00:00:00-05:00,1138.4000244140625,1141.050048828125,1136.77001953125,1138.5,3774680000,1113.1207101004463,1117.047396366585,1109.421997688278,7.625398678306965,78.05061427452507,1,1,0.0017127370855292146,0.0017127370855292146
2010-03-09 00:00:00-05:00,1137.56005859375,1145.3699951171875,1134.9000244140625,1140.449951171875,5185570000,1116.0449916294642,1120.6477894135528,1111.7203646129888,8.92742480056404,77.26418407429567,1,1,0.00452455995494172,0.00452455995494172
2010-03-10 00:00:00-05:00,1140.219970703125,1148.260009765625,1140.0899658203125,1145.6099853515625,5469120000,1118.8207048688616,1124.4881272501698,1114.2307068899202,10.257420360249625,76.61638381517582,1,1,0.004041519314613495,0.004041519314613495
2010-03-11 00:00:00-05:00,1143.9599609375,1150.239990234375,1138.989990234375,1150.239990234375,4669060000,1121.7542724609375,1128.449952324663,1116.8980612117316,11.551891112931344,77.3034842181974,0,0,-0.00021734594703937127,-0.0
2010-03-12 00:00:00-05:00,1151.7099609375,1153.4100341796875,1146.969970703125,1149.989990234375,4928160000,1124.7528424944196,1131.7638043107725,1119.3493152134088,12.414489097363685,78.2503047648464,1,1,0.000452194832708086,0.000452194832708086
